country,period,treatment,theta,theta_star,z,benefit,n_agents,n_join,join_fraction,n_valid,n_api_error,n_unparseable,join_fraction_valid,api_error_rate,unparseable_rate,coup_success,theoretical_attack,direction_transform,degrade_messages,no_peer_messages,beliefs_include_messages,belief_order,second_order_order,message_stage_context,decision_context,message_bundle_mode,message_source_country,message_source_period
0,0,communication,-3.0213767901175865,0.3973590094970381,-0.40664875972548564,0.6593627313094049,25,24,0.96,25,0,0,0.96,0.0,0.0,True,1.0,logistic,False,True,False,post,post,none,none,none,,
0,1,communication,-0.29262760550268996,0.4281891055381076,-0.4645363516969937,0.7488299185713463,25,2,0.08,25,0,0,0.08,0.0,0.0,True,0.986849421207569,logistic,False,True,False,post,post,none,none,none,,
0,2,communication,-1.658398467571994,0.3978274025898599,-0.43605831759341973,0.6606534477006423,25,19,0.76,25,0,0,0.76,0.0,0.0,True,0.9999999999787532,logistic,False,True,False,post,post,none,none,none,,
0,3,communication,-1.3840643081562272,0.3643242873163725,-0.5019365143741891,0.5731291601157883,25,16,0.64,25,0,0,0.64,0.0,0.0,True,0.9999999788581414,logistic,False,True,False,post,post,none,none,none,,
0,4,communication,-0.5326107398654707,0.4603870616181516,-0.5433625482356969,0.8531801757732618,25,2,0.08,25,0,0,0.08,0.0,0.0,True,0.9993375570956972,logistic,False,True,False,post,post,none,none,none,,
0,5,communication,0.08908187880002494,0.4086273404974504,-0.35453395135710974,0.6909811164438668,25,2,0.08,25,0,0,0.08,0.0,0.0,False,0.7978803996680625,logistic,False,True,False,post,post,none,none,none,,
0,6,communication,-0.36839290555678644,0.4727339706957598,-0.49029545481856374,0.8965758164233739,25,1,0.04,25,0,0,0.04,0.0,0.0,True,0.9968843687784583,logistic,False,True,False,post,post,none,none,none,,
0,7,communication,-0.3308307109747615,0.4096947410142364,-0.5444478116700642,0.6940387787128236,25,2,0.08,25,0,0,0.08,0.0,0.0,True,0.9874573911496193,logistic,False,True,False,post,post,none,none,none,,
0,8,communication,-0.3854830193686982,0.49955326983011517,-0.45791012325661135,0.9982146744380439,25,4,0.16,25,0,0,0.16,0.0,0.0,True,0.998405986191949,logistic,False,True,False,post,post,none,none,none,,
0,9,communication,1.4160088386730458,0.4975524005951674,-0.37298168448385427,0.9902572948592774,25,1,0.04,25,0,0,0.04,0.0,0.0,False,0.001078721490722271,logistic,False,True,False,post,post,none,none,none,,
1,0,communication,3.0272116352472365,0.21559605917473476,-0.056095010555097184,0.27485336056306375,25,0,0.0,25,0,0,0.0,0.0,0.0,False,1.5076212272666263e-24,logistic,False,True,False,post,post,none,none,none,,
1,1,communication,-0.5970618637895556,0.09883663191942779,-0.12012584676689972,0.10967670837524644,25,10,0.4,25,0,0,0.4,0.0,0.0,True,0.8488357292245636,logistic,False,True,False,post,post,none,none,none,,
1,2,communication,-0.9924996735935405,0.1584384623976217,-0.057756436985537944,0.18826723337311171,25,15,0.6,25,0,0,0.6,0.0,0.0,True,0.9977127583621928,logistic,False,True,False,post,post,none,none,none,,
1,3,communication,0.20561828379973898,0.2753670905600344,-0.06985581785455267,0.38000908732236927,25,0,0.0,25,0,0,0.0,0.0,0.0,False,0.3578676579440646,logistic,False,True,False,post,post,none,none,none,,
1,4,communication,-0.02762814051485113,0.22548733519536168,-0.07621332335639426,0.2911344713158928,25,1,0.04,25,0,0,0.04,0.0,0.0,True,0.5358274489001992,logistic,False,True,False,post,post,none,none,none,,
1,5,communication,0.016896854126626268,0.18107209387202797,-0.06753711209787479,0.2211087111784566,25,1,0.04,25,0,0,0.04,0.0,0.0,True,0.35791549804772915,logistic,False,True,False,post,post,none,none,none,,
